"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs"
"395","168379",168379,"txn","","species","Paracimexomys propriscus",NA,168379,"species","Paracimexomys propriscus",39788,"",32794,"extinct",1
"396","49790",49790,"txn","","species","Paracimexomys robisoni",NA,49790,"species","Paracimexomys robisoni",39788,"",1416,"extinct",12
"397","137978",137978,"txn","","genus","Uzbekbaatar",NA,137978,"genus","Uzbekbaatar",57341,"NF14",38914,"extinct",7
"398","137979",137979,"txn","","species","Uzbekbaatar kizylkumensis",NA,137979,"species","Uzbekbaatar kizylkumensis",137978,"",38914,"extinct",2
"399","216471",216471,"txn","","species","Uzbekbaatar wardi",NA,216471,"species","Uzbekbaatar wardi",137978,"",39672,"extinct",1
"400","39789",39789,"txn","","genus","Viridomys",NA,39789,"genus","Viridomys",57341,"NF14",1510,"extinct",4
"401","52654",52654,"txn","","species","Viridomys orbatus",NA,52654,"species","Viridomys orbatus",39789,"",1510,"extinct",2
"402","331089",331089,"txn","","genus","Yubaatar",NA,331089,"genus","Yubaatar",57341,"NF14",56877,"extinct",4
"403","461660",461660,"txn","","species","Yubaatar qianzhouensis",NA,461660,"species","Yubaatar qianzhouensis",331089,"",82399,"extinct",1
"404","331090",331090,"txn","","species","Yubaatar zhongyuanensis",NA,331090,"species","Yubaatar zhongyuanensis",331089,"",56877,"extinct",1
"405","39790",106740,"txn","","suborder","Plagiaulacida",NA,39790,"suborder","Plagiaulacida",39779,"",38748,"extinct",91
"406","249184",249184,"txn","","superfamily","Allodontoidea",NA,249184,"superfamily","Allodontoidea",39790,"",43353,"extinct",2
"407","NF15",NA,"txn","","family","",NA,NA,"","",NA,"249184",NA,"",2
"408","249183",249183,"txn","","genus","Passumys",NA,249183,"genus","Passumys",249184,"NF15",43353,"extinct",2
"409","249185",249185,"txn","","species","Passumys angelli",NA,249185,"species","Passumys angelli",249183,"",43353,"extinct",1
"410","106759",106759,"txn","","family","Albionbaataridae",NA,106759,"family","Albionbaataridae",39790,"",38908,"extinct",8
"411","106760",106760,"txn","","genus","Albionbaatar",NA,106760,"genus","Albionbaatar",106759,"",38908,"extinct",2
"412","209842",209842,"txn","","species","Albionbaatar denisae",NA,209842,"species","Albionbaatar denisae",106760,"",38908,"extinct",1
"413","216659",216659,"txn","","genus","Kielanobaatar",NA,216659,"genus","Kielanobaatar",106759,"",39710,"extinct",2
"414","216660",216660,"txn","","species","Kielanobaatar badaohaoensis",NA,216660,"species","Kielanobaatar badaohaoensis",216659,"",39710,"extinct",1
"415","106761",106761,"txn","","genus","Proalbionbaatar",NA,106761,"genus","Proalbionbaatar",106759,"",42342,"extinct",2
"416","209843",209843,"txn","","species","Proalbionbaatar plagiocyrtus",NA,209843,"species","Proalbionbaatar plagiocyrtus",106761,"",42342,"extinct",1
"417","106753",106753,"txn","","family","Pinheirodontidae",NA,106753,"family","Pinheirodontidae",39790,"",38859,"extinct",25
"418","106755",106755,"txn","","genus","Bernardodon",NA,106755,"genus","Bernardodon",106753,"",38859,"extinct",3
"419","208950",208950,"txn","","species","Bernardodon atlanticus",NA,208950,"species","Bernardodon atlanticus",106755,"",38859,"extinct",1
"420","454786",454786,"txn","","genus","Bructerodon",NA,454786,"genus","Bructerodon",106753,"",81402,"extinct",2
"421","454787",454787,"txn","","species","Bructerodon alatus",NA,454787,"species","Bructerodon alatus",454786,"",81402,"extinct",1
"422","216666",216666,"txn","","genus","Cantalera",NA,216666,"genus","Cantalera",106753,"",39714,"extinct",2
"423","216667",216667,"txn","","species","Cantalera abadi",NA,216667,"species","Cantalera abadi",216666,"",39714,"extinct",1
"424","106756",106756,"txn","","genus","Ecprepaulax",NA,106756,"genus","Ecprepaulax",106753,"",38859,"extinct",2
"425","208952",208952,"txn","","species","Ecprepaulax anomala",NA,208952,"species","Ecprepaulax anomala",106756,"",38859,"extinct",1
"426","53331",53331,"txn","","genus","Gerhardodon",NA,53331,"genus","Gerhardodon",106753,"",7707,"extinct",2
"427","53063",53063,"txn","","species","Gerhardodon purbeckensis",NA,53063,"species","Gerhardodon purbeckensis",53331,"",7707,"extinct",1
"428","106757",106757,"txn","","genus","Iberodon",NA,106757,"genus","Iberodon",106753,"",38859,"extinct",2
"429","208951",208951,"txn","","species","Iberodon quadrituberculatus",NA,208951,"species","Iberodon quadrituberculatus",106757,"",38859,"extinct",1
"430","106758",106758,"txn","","genus","Lavocatia",NA,106758,"genus","Lavocatia",106753,"",38308,"extinct",3
"431","204044",204044,"txn","","species","Lavocatia alfambrensis",NA,204044,"species","Lavocatia alfambrensis",106758,"",38308,"extinct",1
"432","106754",106754,"txn","","genus","Pinheirodon",NA,106754,"genus","Pinheirodon",106753,"",38859,"extinct",5
"433","208946",208946,"txn","","species","Pinheirodon pygmaeus",NA,208946,"species","Pinheirodon pygmaeus",106754,"",38859,"extinct",1
"434","208947",208947,"txn","","species","Pinheirodon vastus",NA,208947,"species","Pinheirodon vastus",106754,"",38859,"extinct",1
"435","391990",391990,"txn","","genus","Teutonodon",NA,391990,"genus","Teutonodon",106753,"",69718,"extinct",2
"436","391991",391991,"txn","","species","Teutonodon langenbergensis",NA,391991,"species","Teutonodon langenbergensis",391990,"",69718,"extinct",1
"437","39802",39802,"txn","","family","Plagiaulacidae",NA,39802,"family","Plagiaulacidae",39790,"",7584,"extinct",33
"438","39794",39794,"txn","","genus","Bolodon",NA,39794,"genus","Bolodon",39802,"",29873,"extinct",16
"439","53332",53332,"txn","","species","Bolodon crassidens",NA,53332,"species","Bolodon crassidens",39794,"",29873,"extinct",1
"440","203430",203430,"txn","","species","Bolodon elongatus",NA,203430,"species","Bolodon elongatus",39794,"",38748,"extinct",1
"441","207518",208964,"txn","","species","Bolodon falconeri",NA,207518,"species","Bolodon falconeri",39794,"",29873,"extinct",1
"442","249186",249186,"txn","","species","Bolodon hydei",NA,249186,"species","Bolodon hydei",39794,"",43353,"extinct",1
"443","203436",208963,"txn","","species","Bolodon minor",NA,203436,"species","Bolodon minor",39794,"",38227,"extinct",1
"444","203429",203429,"txn","","species","Bolodon osborni",NA,203429,"species","Bolodon osborni",39794,"",38748,"extinct",2
"445","39805",39805,"txn","","genus","Plagiaulax",NA,39805,"genus","Plagiaulax",39802,"",7584,"extinct",5
"446","203451",203451,"txn","","species","Plagiaulax becklesii",NA,203451,"species","Plagiaulax becklesii",39805,"",38227,"extinct",2
"447","NF16",NA,"txn","","family","",NA,NA,"","",NA,"39790",NA,"",20
"448","265642",265642,"txn","","genus","Argillomys",NA,265642,"genus","Argillomys",39790,"NF16",46392,"extinct",2
"449","265643",265643,"txn","","species","Argillomys marylandensis",NA,265643,"species","Argillomys marylandensis",265642,"",46392,"extinct",1
"450","216669",216669,"txn","","genus","Iberica",NA,216669,"genus","Iberica",39790,"NF16",39717,"extinct",6
"451","216670",216670,"txn","","species","Iberica hahni",NA,216670,"species","Iberica hahni",216669,"",39717,"extinct",3
"452","39787",39787,"txn","","genus","Janumys",NA,39787,"genus","Janumys",39790,"NF16",6099,"extinct",12
"453","47415",47415,"txn","","species","Janumys erebos",NA,47415,"species","Janumys erebos",39787,"",6099,"extinct",5
"454","39187",39187,"txn","","suborder","Tritylodontoidea",NA,39187,"suborder","Tritylodontoidea",39779,"",38748,"extinct",1
"455","54218",54218,"txn","","family","Allodontidae",NA,54218,"family","Allodontidae",39779,"",9092,"extinct",28
"456","39803",39803,"txn","","genus","Ctenacodon",NA,39803,"genus","Ctenacodon",54218,"",83599,"extinct",18
"457","66831",66831,"txn","","species","Ctenacodon brentbaatar",NA,66831,"species","Ctenacodon brentbaatar",39803,"",14072,"extinct",3
"458","57695",57699,"txn","","species","Ctenacodon laticeps",NA,57695,"species","Ctenacodon laticeps",39803,"",34778,"extinct",1
"459","207517",207526,"txn","","species","Ctenacodon minor",NA,207517,"species","Ctenacodon minor",39803,"",38748,"extinct",1
"460","203448",203448,"txn","","species","Ctenacodon scindens",NA,203448,"species","Ctenacodon scindens",39803,"",38748,"extinct",1
"461","57692",57692,"txn","","species","Ctenacodon serratus",NA,57692,"species","Ctenacodon serratus",39803,"",83599,"extinct",2
"462","39806",39806,"txn","","genus","Psalodon",NA,39806,"genus","Psalodon",54218,"",7584,"extinct",9
"463","57696",57698,"txn","","species","Psalodon fortis",NA,57696,"species","Psalodon fortis",39806,"",15497,"extinct",1
"464","203453",203453,"txn","","species","Psalodon marshi",NA,203453,"species","Psalodon marshi",39806,"",38807,"extinct",2
"465","57694",57697,"txn","","species","Psalodon potens",NA,57694,"species","Psalodon potens",39806,"",15497,"extinct",1
"466","39791",39791,"txn","","family","Arginbaataridae",NA,39791,"family","Arginbaataridae",39779,"",7584,"extinct",2
"467","39792",39792,"txn","","genus","Arginbaatar",NA,39792,"genus","Arginbaatar",39791,"",7584,"extinct",2
"468","204183",204183,"txn","","species","Arginbaatar dimitrievae",NA,204183,"species","Arginbaatar dimitrievae",39792,"",19866,"extinct",1
"469","106762",106762,"txn","","family","Eobaataridae",NA,106762,"family","Eobaataridae",39779,"",19866,"extinct",59
"470","454788",454788,"txn","","genus","Cheruscodon",NA,454788,"genus","Cheruscodon",106762,"",81402,"extinct",2
"471","454789",454789,"txn","","species","Cheruscodon balvensis",NA,454789,"species","Cheruscodon balvensis",454788,"",81402,"extinct",1
"472","94196",94196,"txn","","genus","Eobaatar",NA,94196,"genus","Eobaatar",106762,"",19866,"extinct",21
"473","216668",216668,"txn","","species","Eobaatar clemensi",NA,216668,"species","Eobaatar clemensi",94196,"",39715,"extinct",3
"474","208966",208966,"txn","","species","Eobaatar hispanicus",NA,208966,"species","Eobaatar hispanicus",94196,"",38866,"extinct",2
"475","94197",94197,"txn","","species","Eobaatar magnus",NA,94197,"species","Eobaatar magnus",94196,"",19866,"extinct",1
"476","94198",94198,"txn","","species","Eobaatar minor",NA,94198,"species","Eobaatar minor",94196,"",19866,"extinct",1
"477","208967",208967,"txn","","species","Eobaatar pajaronensis",NA,208967,"species","Eobaatar pajaronensis",94196,"",38868,"extinct",2
"478","216661",216661,"txn","","genus","Hakusanobaatar",NA,216661,"genus","Hakusanobaatar",106762,"",39712,"extinct",2
"479","216662",216662,"txn","","species","Hakusanobaatar matsuoi",NA,216662,"species","Hakusanobaatar matsuoi",216661,"",39712,"extinct",1
"480","216657",216657,"txn","","genus","Heishanobaatar",NA,216657,"genus","Heishanobaatar",106762,"",39710,"extinct",4
"481","216658",216658,"txn","","species","Heishanobaatar triangulus",NA,216658,"species","Heishanobaatar triangulus",216657,"",39710,"extinct",2
"482","267207",267207,"txn","","genus","Indobaatar",NA,267207,"genus","Indobaatar",106762,"",46673,"extinct",2
"483","267208",267208,"txn","","species","Indobaatar zofiae",NA,267208,"species","Indobaatar zofiae",267207,"",46673,"extinct",1
"484","216674",216674,"txn","","genus","Liaobaatar",NA,216674,"genus","Liaobaatar",106762,"",39718,"extinct",2
"485","216675",216675,"txn","","species","Liaobaatar changi",NA,216675,"species","Liaobaatar changi",216674,"",39718,"extinct",1
"486","39804",39804,"txn","","genus","Loxaulax",NA,39804,"genus","Loxaulax",106762,"",38748,"extinct",8
"487","203440",203438,"txn","","species","Loxaulax valdensis",NA,203440,"species","Loxaulax valdensis",39804,"",38229,"extinct",4
"488","94158",94158,"txn","","genus","Monobaatar",NA,94158,"genus","Monobaatar",106762,"",19866,"extinct",2
"489","94159",94159,"txn","","species","Monobaatar mimicus",NA,94159,"species","Monobaatar mimicus",94158,"",19866,"extinct",1
"490","39798",39798,"txn","","genus","Parendotherium",NA,39798,"genus","Parendotherium",106762,"",7584,"extinct",2
"491","203460",203460,"txn","","species","Parendotherium herreroi",NA,203460,"species","Parendotherium herreroi",39798,"",38227,"extinct",1
"492","167143",167143,"txn","","genus","Sinobaatar",NA,167143,"genus","Sinobaatar",106762,"",32667,"extinct",8
"493","216673",216673,"txn","","species","Sinobaatar fuxinensis",NA,216673,"species","Sinobaatar fuxinensis",167143,"",39718,"extinct",2
"494","167144",167144,"txn","","species","Sinobaatar lingyuanensis",NA,167144,"species","Sinobaatar lingyuanensis",167143,"",32667,"extinct",1
"495","216672",216672,"txn","","species","Sinobaatar xiei",NA,216672,"species","Sinobaatar xiei",167143,"",39718,"extinct",1
"496","216663",216663,"txn","","genus","Tedoribaatar",NA,216663,"genus","Tedoribaatar",106762,"",39712,"extinct",2
"497","216664",216664,"txn","","species","Tedoribaatar reini",NA,216664,"species","Tedoribaatar reini",216663,"",39712,"extinct",1
"498","242240",242240,"txn","","family","Hahnotheriidae",NA,242240,"family","Hahnotheriidae",39779,"",42347,"extinct",9
"499","242241",242241,"txn","","genus","Hahnotherium",NA,242241,"genus","Hahnotherium",242240,"",42347,"extinct",8
"500","242242",242242,"txn","","species","Hahnotherium antiquum",NA,242242,"species","Hahnotherium antiquum",242241,"",42347,"extinct",4
"501","67457",67457,"txn","","family","Haramyidae",NA,67457,"family","Haramyidae",39779,"",14324,"extinct",5
"502","216755",216755,"txn","","genus","Avashishta",NA,216755,"genus","Avashishta",67457,"",39750,"extinct",2
"503","216756",216756,"txn","","species","Avashishta bacharamensis",NA,216756,"species","Avashishta bacharamensis",216755,"",39750,"extinct",1
"504","208921",208921,"txn","","genus","Staffia",NA,208921,"genus","Staffia",67457,"",41629,"extinct",2
"505","208922",208922,"txn","","species","Staffia aenigmatica",NA,208922,"species","Staffia aenigmatica",208921,"",41629,"extinct",1
"506","39793",39793,"txn","","family","Paulchoffatiidae",NA,39793,"family","Paulchoffatiidae",39779,"",7584,"extinct",71
"507","106751",106751,"txn","","subfamily","Kuehneodontinae",NA,106751,"subfamily","Kuehneodontinae",39793,"",39389,"extinct",13
"508","39797",39797,"txn","","genus","Kuehneodon",NA,39797,"genus","Kuehneodon",106751,"",7584,"extinct",13
"509","208939",208939,"txn","","species","Kuehneodon barcasensis",NA,208939,"species","Kuehneodon barcasensis",39797,"",42354,"extinct",1
"510","203433",203433,"txn","","species","Kuehneodon dietrichi",NA,203433,"species","Kuehneodon dietrichi",39797,"",38227,"extinct",2
"511","208940",208940,"txn","","species","Kuehneodon guimarotensis",NA,208940,"species","Kuehneodon guimarotensis",39797,"",14365,"extinct",1
"512","203435",203435,"txn","","species","Kuehneodon simpsoni",NA,203435,"species","Kuehneodon simpsoni",39797,"",38227,"extinct",1
"513","208942",208942,"txn","","species","Kuehneodon uniradiculatus",NA,208942,"species","Kuehneodon uniradiculatus",39797,"",14365,"extinct",1
"514","106743",106743,"txn","","subfamily","Paulchoffatiinae",NA,106743,"subfamily","Paulchoffatiinae",39793,"",39389,"extinct",29
"515","106744",106744,"txn","","genus","Bathmochoffatia",NA,106744,"genus","Bathmochoffatia",106743,"",42341,"extinct",2
"516","208934",208934,"txn","","species","Bathmochoffatia hapax",NA,208934,"species","Bathmochoffatia hapax",106744,"",42341,"extinct",1
"517","39795",39795,"txn","","genus","Guimarotodon",NA,39795,"genus","Guimarotodon",106743,"",7584,"extinct",2
"518","203437",203437,"txn","","species","Guimarotodon leiriensis",NA,203437,"species","Guimarotodon leiriensis",39795,"",38227,"extinct",1
"519","106745",106745,"txn","","genus","Kielanodon",NA,106745,"genus","Kielanodon",106743,"",25232,"extinct",2
"520","208935",208935,"txn","","species","Kielanodon hopsoni",NA,208935,"species","Kielanodon hopsoni",106745,"",14365,"extinct",1
"521","106746",106746,"txn","","genus","Meketibolodon",NA,106746,"genus","Meketibolodon",106743,"",38863,"extinct",2
"522","208927",208928,"txn","","species","Meketibolodon robustus",NA,208927,"species","Meketibolodon robustus",106746,"",14365,"extinct",1
"523","106748",106748,"txn","","genus","Plesiochoffatia",NA,106748,"genus","Plesiochoffatia",106743,"",38867,"extinct",8
"524","242228",242228,"txn","","species","Parachoffatia staphylos",NA,242228,"species","Parachoffatia staphylos",106748,"",42341,"extinct",1
"525","208929",208930,"txn","","species","Plesiochoffatia thoas",NA,208929,"species","Plesiochoffatia thoas",106748,"",42341,"extinct",1
"526","39801",39801,"txn","","genus","Pseudobolodon",NA,39801,"genus","Pseudobolodon",106743,"",9002,"extinct",8
"527","203434",242707,"txn","","species","Pseudobolodon dryas",NA,203434,"species","Pseudobolodon dryas",39801,"",9002,"extinct",1
"528","242232",242232,"txn","","species","Pseudobolodon krebsi",NA,242232,"species","Pseudobolodon krebsi",39801,"",42345,"extinct",1
"529","203428",203428,"txn","","species","Pseudobolodon oreas",NA,203428,"species","Pseudobolodon oreas",39801,"",9002,"extinct",2
"530","208937",208937,"txn","","genus","Renatodon",NA,208937,"genus","Renatodon",106743,"",42385,"extinct",2
"531","208938",208938,"txn","","species","Renatodon amalthea",NA,208938,"species","Renatodon amalthea",208937,"",42385,"extinct",1
"532","106750",106750,"txn","","genus","Xenachoffatia",NA,106750,"genus","Xenachoffatia",106743,"",42341,"extinct",2
"533","208933",208933,"txn","","species","Xenachoffatia oinopion",NA,208933,"species","Xenachoffatia oinopion",106750,"",42341,"extinct",1
"534","391992",391992,"txn","","genus","Cimbriodon",NA,391992,"genus","Cimbriodon",39793,"",69718,"extinct",2
"535","391993",391993,"txn","","species","Cimbriodon multituberculatus",NA,391993,"species","Cimbriodon multituberculatus",391992,"",69718,"extinct",1
"536","106752",106752,"txn","","genus","Galveodon",NA,106752,"genus","Galveodon",39793,"",38866,"extinct",4
"537","208943",208943,"txn","","species","Galveodon nannothus",NA,208943,"species","Galveodon nannothus",106752,"",38866,"extinct",2
"538","39796",39796,"txn","","genus","Henkelodon",NA,39796,"genus","Henkelodon",39793,"",9002,"extinct",3
"539","203431",203431,"txn","","species","Henkelodon naias",NA,203431,"species","Henkelodon naias",39796,"",9002,"extinct",1
"540","106747",106747,"txn","","genus","Meketichoffatia",NA,106747,"genus","Meketichoffatia",39793,"",38863,"extinct",5
"541","208936",208936,"txn","","species","Meketichoffatia krausei",NA,208936,"species","Meketichoffatia krausei",106747,"",38863,"extinct",2
"542","39799",39799,"txn","","genus","Paulchoffatia",NA,39799,"genus","Paulchoffatia",39793,"",7584,"extinct",2
"543","203426",203426,"txn","","species","Paulchoffatia delgadoi",NA,203426,"species","Paulchoffatia delgadoi",39799,"",38227,"extinct",1
"544","53329",53329,"txn","","genus","Sunnyodon",NA,53329,"genus","Sunnyodon",39793,"",7707,"extinct",4
"545","53330",53330,"txn","","species","Sunnyodon notleyi",NA,53330,"species","Sunnyodon notleyi",53329,"",7707,"extinct",1
"546","57639",57639,"txn","","family","Zofiabaataridae",NA,57639,"family","Zofiabaataridae",39779,"",10637,"extinct",2
"547","57647",57647,"txn","","genus","Zofiabaatar",NA,57647,"genus","Zofiabaatar",57639,"",10652,"extinct",2
"548","57648",57648,"txn","","species","Zofiabaatar pulcher",NA,57648,"species","Zofiabaatar pulcher",57647,"",10652,"extinct",1
"549","NF17",NA,"txn","","family","",NA,NA,"","",NA,"39779",NA,"",26
"550","39780",39780,"txn","","genus","Ameribaatar",NA,39780,"genus","Ameribaatar",39779,"NF17",6099,"extinct",10
"551","43974",43974,"txn","","species","Ameribaatar zofiae",NA,43974,"species","Ameribaatar zofiae",39780,"",6099,"extinct",5
"552","358278",358278,"txn","","genus","Baidabatyr",NA,358278,"genus","Baidabatyr",39779,"NF17",62929,"extinct",2
"553","358279",358279,"txn","","species","Baidabatyr clivosus",NA,358279,"species","Baidabatyr clivosus",358278,"",62929,"extinct",1
"554","106741",106741,"txn","","genus","Glirodon",NA,106741,"genus","Glirodon",39779,"NF17",42336,"extinct",8
"555","106742",106742,"txn","","species","Glirodon grandis",NA,106742,"species","Glirodon grandis",106741,"",42336,"extinct",4
"556","276141",276141,"txn","","genus","Rugosodon",NA,276141,"genus","Rugosodon",39779,"NF17",47936,"extinct",2
"557","276142",276142,"txn","","species","Rugosodon eurasiaticus",NA,276142,"species","Rugosodon eurasiaticus",276141,"",47936,"extinct",1
"558","454028",454028,"txn","","genus","Tagaria",NA,454028,"genus","Tagaria",39779,"NF17",81047,"extinct",2
"559","454029",454029,"txn","","species","Tagaria antiqua",NA,454029,"species","Tagaria antiqua",454028,"",81047,"extinct",1
"560","454027",454027,"txn","","genus","Tashtykia",NA,454027,"genus","Tashtykia",39779,"NF17",81047,"extinct",2
"561","454030",454030,"txn","","species","Tashtykia primaeva",NA,454030,"species","Tashtykia primaeva",454027,"",81047,"extinct",1
"562","39862",39862,"txn","","order","Symmetrodonta",NA,39862,"order","Symmetrodonta",39778,"",4783,"extinct",37
"563","39874",39874,"txn","","family","Amphidontidae",NA,39874,"family","Amphidontidae",39862,"",38824,"extinct",11
"564","216768",216768,"txn","","genus","Acinacodus",NA,216768,"genus","Acinacodus",39874,"",39755,"extinct",2
"565","216769",216769,"txn","","species","Acinacodus tagaricus",NA,216769,"species","Acinacodus tagaricus",216768,"",39755,"extinct",1
"566","39875",39875,"txn","","genus","Amphidon",NA,39875,"genus","Amphidon",39874,"",38824,"extinct",4
"567","206733",206733,"txn","","species","Amphidon aequicrurius",NA,206733,"species","Amphidon aequicrurius",39875,"",38824,"extinct",1
"568","206726",206726,"txn","","species","Amphidon superstes",NA,206726,"species","Amphidon superstes",39875,"",38824,"extinct",1
"569","39877",39877,"txn","","genus","Nakunodon",NA,39877,"genus","Nakunodon",39874,"",42362,"extinct",2
"570","212339",212339,"txn","","species","Nakunodon paikasiensis",NA,212339,"species","Nakunodon paikasiensis",39877,"",42362,"extinct",1
"571","212342",212342,"txn","","family","Woutersiidae",NA,212342,"family","Woutersiidae",39862,"",42361,"extinct",6
"572","39866",39866,"txn","","genus","Woutersia",NA,39866,"genus","Woutersia",212342,"",7584,"extinct",6
"573","212344",212344,"txn","","species","Woutersia butleri",NA,212344,"species","Woutersia butleri",39866,"",42361,"extinct",1
"574","212343",212343,"txn","","species","Woutersia mirabilis",NA,212343,"species","Woutersia mirabilis",39866,"",14365,"extinct",2
"575","NF18",NA,"txn","","family","",NA,NA,"","",NA,"39862",NA,"",4
"576","39865",39865,"txn","","genus","Kuehneon",NA,39865,"genus","Kuehneon",39862,"NF18",42356,"extinct",2
"577","206723",206723,"txn","","species","Kuehneon duchyense",NA,206723,"species","Kuehneon duchyense",39865,"",42356,"extinct",1
"578","212337",212337,"txn","","genus","Trishulotherium",NA,212337,"genus","Trishulotherium",39862,"NF18",43788,"extinct",2
"579","212338",212338,"txn","","species","Trishulotherium kotaensis",NA,212338,"species","Trishulotherium kotaensis",212337,"",43788,"extinct",1
"580","172912",172912,"txn","","suborder","Eleutherodontida",NA,172912,"suborder","Eleutherodontida",39778,"",34262,"extinct",7
"581","63406",63406,"txn","","family","Hahnodontidae",NA,63406,"family","Hahnodontidae",172912,"",12096,"extinct",7
"582","370748",370748,"txn","","genus","Cifelliodon",NA,370748,"genus","Cifelliodon",63406,"",65747,"extinct",2
"583","370749",370749,"txn","","species","Cifelliodon wahkarmoosuch",NA,370749,"species","Cifelliodon wahkarmoosuch",370748,"",65747,"extinct",1
"584","174460",174460,"txn","","genus","Denisodon",NA,174460,"genus","Denisodon",63406,"",34636,"extinct",2
"585","174461",174461,"txn","","species","Denisodon moroccensis",NA,174461,"species","Denisodon moroccensis",174460,"",34636,"extinct",1
"586","63405",63405,"txn","","genus","Hahnodon",NA,63405,"genus","Hahnodon",63406,"",12096,"extinct",2
"587","63407",63407,"txn","","species","Hahnodon taqueti",NA,63407,"species","Hahnodon taqueti",63405,"",12096,"extinct",1
"588","57605",57605,"txn","","suborder","Gondwanatheria",NA,57605,"suborder","Gondwanatheria",39778,"",10611,"extinct",40
"589","419513",419513,"txn","","family","Adalatheriidae",NA,419513,"family","Adalatheriidae",57605,"",72463,"extinct",2
"590","419514",419514,"txn","","genus","Adalatherium",NA,419514,"genus","Adalatherium",419513,"",72463,"extinct",2
"591","419515",419515,"txn","","species","Adalatherium hui",NA,419515,"species","Adalatherium hui",419514,"",72463,"extinct",1
"592","57604",57604,"txn","","family","Sudamericidae",NA,57604,"family","Sudamericidae",57605,"",10611,"extinct",22
"593","109644",109644,"txn","","genus","Bharattherium",NA,109644,"genus","Bharattherium",57604,"",25488,"extinct",2
"594","109645",109645,"txn","","species","Bharattherium bonapartei",NA,109645,"species","Bharattherium bonapartei",109644,"",25488,"extinct",1
"595","216758",216758,"txn","","genus","Dakshina",NA,216758,"genus","Dakshina",57604,"",39751,"extinct",4
"596","216761",216761,"txn","","species","Dakshina jederi",NA,216761,"species","Dakshina jederi",216758,"",39751,"extinct",2
"597","382700",382700,"txn","","genus","Galulatherium",NA,382700,"genus","Galulatherium",57604,"",68146,"extinct",2
"598","382701",382701,"txn","","species","Galulatherium jenkinsi",NA,382701,"species","Galulatherium jenkinsi",382700,"",68146,"extinct",1
"599","66686",66686,"txn","","genus","Gondwanatherium",NA,66686,"genus","Gondwanatherium",57604,"",13928,"extinct",2
"600","66687",66687,"txn","","species","Gondwanatherium patagonicum",NA,66687,"species","Gondwanatherium patagonicum",66686,"",13928,"extinct",1
"601","57602",57602,"txn","","genus","Lavanify",NA,57602,"genus","Lavanify",57604,"",10611,"extinct",4
"602","57603",57603,"txn","","species","Lavanify miolaka",NA,57603,"species","Lavanify miolaka",57602,"",10611,"extinct",2
"603","331044",331044,"txn","","genus","Vintana",NA,331044,"genus","Vintana",57604,"",56867,"extinct",4
"604","331045",331045,"txn","","species","Vintana sertichi",NA,331045,"species","Vintana sertichi",331044,"",56867,"extinct",2
"605","NF19",NA,"txn","","family","",NA,NA,"","",NA,"57605",NA,"",15
"606","216490",216490,"txn","","genus","Argentodites",NA,216490,"genus","Argentodites",57605,"NF19",39676,"extinct",2
"607","216491",216491,"txn","","species","Argentodites coloniensis",NA,216491,"species","Argentodites coloniensis",216490,"",39676,"extinct",1
"608","67617",67617,"txn","","genus","Ferugliotherium",NA,67617,"genus","Ferugliotherium",57605,"NF19",9952,"extinct",5
"609","67618",67618,"txn","","species","Ferugliotherium windhauseni",NA,67618,"species","Ferugliotherium windhauseni",67617,"",9952,"extinct",2
"610","420826",420826,"txn","","genus","Magallanodon",NA,420826,"genus","Magallanodon",57605,"NF19",72696,"extinct",6
"611","420827",420827,"txn","","species","Magallanodon baikashkenke",NA,420827,"species","Magallanodon baikashkenke",420826,"",72696,"extinct",3
"612","140936",140936,"txn","","genus","Trapalcotherium",NA,140936,"genus","Trapalcotherium",57605,"NF19",29136,"extinct",2
"613","140937",140937,"txn","","species","Trapalcotherium matuastensis",NA,140937,"species","Trapalcotherium matuastensis",140936,"",29136,"extinct",1
"614","89613",89613,"txn","","unranked clade","Australosphenida",NA,89613,"unranked clade","Australosphenida",36651,"",19226,"extant",25
"615","39737",39737,"txn","","order","Monotremata",NA,39737,"order","Monotremata",89613,"",4783,"extant",14
"616","166571",166571,"txn","","family","Kollikodontidae",NA,166571,"family","Kollikodontidae",39737,"",32558,"extinct",2
"617","166570",166570,"txn","","genus","Kollikodon",NA,166570,"genus","Kollikodon",166571,"",32558,"extinct",2
"618","166572",166572,"txn","","species","Kollikodon ritchiei",NA,166572,"species","Kollikodon ritchiei",166570,"",32558,"extinct",1
"619","39738",39738,"txn","","family","Ornithorhynchidae",NA,39738,"family","Ornithorhynchidae",39737,"",4783,"extant",4
"620","39741",39741,"txn","","genus","Steropodon",NA,39741,"genus","Steropodon",39738,"",32551,"extinct",2
"621","166544",166544,"txn","","species","Steropodon galmani",NA,166544,"species","Steropodon galmani",39741,"",32551,"extinct",1
"622","137610",137610,"txn","","genus","Teinolophos",NA,137610,"genus","Teinolophos",39738,"",28795,"extinct",2
"623","137612",137612,"txn","","species","Teinolophos trusleri",NA,137612,"species","Teinolophos trusleri",137610,"",28795,"extinct",1
"624","NF20",NA,"txn","","family","",NA,NA,"","",NA,"39737",NA,"",6
"625","164353",164353,"txn","","genus","Kryoryctes",NA,164353,"genus","Kryoryctes",39737,"NF20",32246,"extinct",2
