"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs"
"1096","47410",47410,"txn","","species","Iugomortiferum thoringtoni",NA,47410,"species","Iugomortiferum thoringtoni",39942,"",1206,"extinct",2
"1097","39943",39943,"txn","","genus","Kokopellia",NA,39943,"genus","Kokopellia",177399,"NF42",1210,"extinct",2
"1098","47450",47450,"txn","","species","Kokopellia juddi",NA,47450,"species","Kokopellia juddi",39943,"",1210,"extinct",1
"1099","39985",39985,"txn","","genus","Protalphadon",NA,39985,"genus","Protalphadon",177399,"NF42",1205,"extinct",29
"1100","50931",50931,"txn","","species","Protalphadon foxi",NA,50931,"species","Protalphadon foxi",39985,"",2036,"extinct",1
"1101","43920",50932,"txn","","species","Protalphadon lulli",NA,43920,"species","Protalphadon lulli",39985,"",1241,"extinct",11
"1102","216466",216466,"txn","","genus","Sinbadelphys",NA,216466,"genus","Sinbadelphys",177399,"NF42",39671,"extinct",14
"1103","216467",216467,"txn","","species","Sinbadelphys schmidti",NA,216467,"species","Sinbadelphys schmidti",216466,"",39671,"extinct",7
"1104","431558",431558,"txn","","superorder","Pucadelphyda",NA,431558,"superorder","Pucadelphyda",183662,"",75017,"extinct",5
"1105","471704",471704,"txn","","superfamily","Pucadelphyoidea",NA,471704,"superfamily","Pucadelphyoidea",431558,"",84656,"extinct",5
"1106","NF43",NA,"txn","","family","",NA,NA,"","",NA,"471704",NA,"",5
"1107","39939",39939,"txn","","genus","Aenigmadelphys",NA,39939,"genus","Aenigmadelphys",471704,"NF43",1221,"extinct",5
"1108","43786",43786,"txn","","species","Aenigmadelphys archeri",NA,43786,"species","Aenigmadelphys archeri",39939,"",1221,"extinct",2
"1109","137744",137744,"txn","","order","Deltatheroida",NA,137744,"order","Deltatheroida",183662,"",28808,"extinct",72
"1110","39919",39919,"txn","","family","Deltatheridiidae",NA,39919,"family","Deltatheridiidae",137744,"",15701,"extinct",68
"1111","44377",44377,"txn","","genus","Atokatheridium",NA,44377,"genus","Atokatheridium",39919,"",6098,"extinct",3
"1112","44378",44378,"txn","","species","Atokatheridium boreni",NA,44378,"species","Atokatheridium boreni",44377,"",6098,"extinct",1
"1113","39920",39920,"txn","","genus","Deltatheridium",NA,39920,"genus","Deltatheridium",39919,"",15701,"extinct",14
"1114","137745",137745,"txn","","species","Deltatheridium nessovi",NA,137745,"species","Deltatheridium nessovi",39920,"",28808,"extinct",1
"1115","70456",70456,"txn","","species","Deltatheridium pretrituberculare",NA,70456,"species","Deltatheridium pretrituberculare",39920,"",15701,"extinct",6
"1116","203463",203463,"txn","","genus","Hydotherium",NA,203463,"genus","Hydotherium",39919,"",15701,"extinct",2
"1117","203464",203464,"txn","","species","Hydotherium dobsoni",NA,203464,"species","Hydotherium dobsoni",203463,"",15701,"extinct",1
"1118","319137",319137,"txn","","genus","Lotheridium",NA,319137,"genus","Lotheridium",39919,"",55034,"extinct",2
"1119","319138",319138,"txn","","species","Lotheridium mengi",NA,319138,"species","Lotheridium mengi",319137,"",55034,"extinct",1
"1120","109638",109638,"txn","","genus","Nanocuris",NA,109638,"genus","Nanocuris",39919,"",25486,"extinct",4
"1121","109639",109639,"txn","","species","Nanocuris improvida",NA,109639,"species","Nanocuris improvida",109638,"",25486,"extinct",2
"1122","204003",204003,"txn","","genus","Oklatheridium",NA,204003,"genus","Oklatheridium",39919,"",39673,"extinct",15
"1123","204005",204005,"txn","","species","Oklatheridium minax",NA,204005,"species","Oklatheridium minax",204003,"",38296,"extinct",2
"1124","204004",204004,"txn","","species","Oklatheridium szalayi",NA,204004,"species","Oklatheridium szalayi",204003,"",39673,"extinct",2
"1125","319847",319847,"txn","","species","Oklatheridium wiblei",NA,319847,"species","Oklatheridium wiblei",204003,"",55183,"extinct",2
"1126","137969",137969,"txn","","genus","Sulestes",NA,137969,"genus","Sulestes",39919,"",38131,"extinct",24
"1127","137970",137970,"txn","","species","Sulestes karakshi",NA,137970,"species","Sulestes karakshi",137969,"",38131,"extinct",12
"1128","319139",319139,"txn","","genus","Tsagandelta",NA,319139,"genus","Tsagandelta",39919,"",55035,"extinct",2
"1129","319140",319140,"txn","","species","Tsagandelta dashzevegi",NA,319140,"species","Tsagandelta dashzevegi",319139,"",55035,"extinct",1
"1130","NF44",NA,"txn","","family","",NA,NA,"","",NA,"137744",NA,"",3
"1131","39921",39921,"txn","","genus","Deltatheroides",NA,39921,"genus","Deltatheroides",137744,"NF44",15701,"extinct",3
"1132","70457",70457,"txn","","species","Deltatheroides cretacicus",NA,70457,"species","Deltatheroides cretacicus",39921,"",15701,"extinct",1
"1133","39923",39923,"txn","","family","Pappotheriidae",NA,39923,"family","Pappotheriidae",183662,"",3184,"extinct",15
"1134","39924",39924,"txn","","genus","Pappotherium",NA,39924,"genus","Pappotherium",39923,"",3184,"extinct",14
"1135","49766",49766,"txn","","species","Pappotherium pattersoni",NA,49766,"species","Pappotherium pattersoni",39924,"",3184,"extinct",7
"1136","66685",66685,"txn","","infraclass","Paratheria",NA,66685,"infraclass","Paratheria",39860,"",13928,"",1
"1137","203018",203018,"txn","","infraclass","Tribotheria",NA,203018,"infraclass","Tribotheria",39860,"",38153,"extant",5
"1138","204151",204151,"txn","","unranked clade","Aegialodontia",NA,204151,"unranked clade","Aegialodontia",203018,"",38327,"extinct",2
"1139","NF45",NA,"txn","","family","",NA,NA,"","",NA,"204151",NA,"",2
"1140","212348",212348,"txn","","genus","Tribactonodon",NA,212348,"genus","Tribactonodon",204151,"NF45",39152,"extinct",2
"1141","212349",212349,"txn","","species","Tribactonodon bonfieldi",NA,212349,"species","Tribactonodon bonfieldi",212348,"",39152,"extinct",1
"1142","90098",90098,"txn","","order","Pantotheria",NA,90098,"order","Pantotheria",39860,"",19266,"extinct",16
"1143","39878",39878,"txn","","order","Eupantotheria",NA,39878,"order","Eupantotheria",90098,"",4783,"extinct",8
"1144","NF46",NA,"txn","","family","",NA,NA,"","",NA,"39878",NA,"",2
"1145","39882",39882,"txn","","genus","Brancatherulum",NA,39882,"genus","Brancatherulum",39878,"NF46",42355,"extinct",2
"1146","206736",206736,"txn","","species","Brancatherulum tendagurense",NA,206736,"species","Brancatherulum tendagurense",39882,"",42355,"extinct",1
"1147","57740",57740,"txn","","family","Dicrocynodontidae",NA,57740,"family","Dicrocynodontidae",90098,"",10665,"extinct",4
"1148","57744",57744,"txn","","genus","Ennacodon",NA,57744,"genus","Ennacodon",57740,"",10665,"extinct",4
"1149","69241",57745,"txn","","species","Ennacodon crassus",NA,69241,"species","Ennacodon crassus",57744,"",15497,"extinct",1
"1150","69242",69242,"txn","","species","Enneodon affinis",NA,69242,"species","Enneodon affinis",57744,"",15497,"extinct",1
"1151","NF47",NA,"txn","","family","",NA,NA,"","",NA,"39860",NA,"",2
"1152","483337",483337,"txn","","genus","Patagomaia",NA,483337,"genus","Patagomaia",39860,"NF47",87469,"extinct",2
"1153","483338",483338,"txn","","species","Patagomaia chainko",NA,483338,"species","Patagomaia chainko",483337,"",87469,"extinct",1
"1154","39928",39928,"txn","","family","Kermackiidae",NA,39928,"family","Kermackiidae",97116,"",7584,"extinct",8
"1155","39929",39929,"txn","","genus","Kermackia",NA,39929,"genus","Kermackia",39928,"",3188,"extinct",8
"1156","47439",47439,"txn","","species","Kermackia texana",NA,47439,"species","Kermackia texana",39929,"",3188,"extinct",4
"1157","39931",39931,"txn","","family","Picopsidae",NA,39931,"family","Picopsidae",97116,"",7584,"extinct",12
"1158","39909",39909,"txn","","genus","Falepetrus",NA,39909,"genus","Falepetrus",39931,"",1246,"extinct",4
"1159","46505",46505,"txn","","species","Falepetrus barwini",NA,46505,"species","Falepetrus barwini",39909,"",1246,"extinct",2
"1160","39933",39933,"txn","","genus","Picopsis",NA,39933,"genus","Picopsis",39931,"",1521,"extinct",8
"1161","50354",50354,"txn","","species","Picopsis pattersoni",NA,50354,"species","Picopsis pattersoni",39933,"",1521,"extinct",1
"1162","NF48",NA,"txn","","family","",NA,NA,"","",NA,"97116",NA,"",45
"1163","39917",39917,"txn","","genus","Aegialodon",NA,39917,"genus","Aegialodon",97116,"NF48",18679,"extinct",4
"1164","175106",175106,"txn","","species","Aegialodon dawsoni",NA,175106,"species","Aegialodon dawsoni",39917,"",18679,"extinct",2
"1165","319842",319842,"txn","","genus","Argaliatherium",NA,319842,"genus","Argaliatherium",97116,"NF48",55183,"extinct",2
"1166","319843",319843,"txn","","species","Argaliatherium robustum",NA,319843,"species","Argaliatherium robustum",319842,"",55183,"extinct",1
"1167","371001",371001,"txn","","genus","Brasilestes",NA,371001,"genus","Brasilestes",97116,"NF48",65768,"extinct",2
"1168","371002",371002,"txn","","species","Brasilestes stardusti",NA,371002,"species","Brasilestes stardusti",371001,"",65768,"extinct",1
"1169","319844",319844,"txn","","genus","Carinalestes",NA,319844,"genus","Carinalestes",97116,"NF48",55183,"extinct",2
"1170","319845",319845,"txn","","species","Carinalestes murensis",NA,319845,"species","Carinalestes murensis",319844,"",55183,"extinct",1
"1171","346646",346646,"txn","","genus","Culicolestes",NA,346646,"genus","Culicolestes",97116,"NF48",60386,"extinct",12
"1172","346647",346647,"txn","","species","Culicolestes kielanae",NA,346647,"species","Culicolestes kielanae",346646,"",60386,"extinct",6
"1173","204153",204153,"txn","","genus","Hypomylos",NA,204153,"genus","Hypomylos",97116,"NF48",38328,"extinct",9
"1174","213213",213213,"txn","","species","Hypomylos micros",NA,213213,"species","Hypomylos micros",204153,"",39267,"extinct",2
"1175","204155",204155,"txn","","species","Hypomylos phelizoni",NA,204155,"species","Hypomylos phelizoni",204153,"",38328,"extinct",2
"1176","39918",39918,"txn","","genus","Kielantherium",NA,39918,"genus","Kielantherium",97116,"NF48",26126,"extinct",2
"1177","113800",113800,"txn","","species","Kielantherium gobiensis",NA,113800,"species","Kielantherium gobiensis",39918,"",26126,"extinct",1
"1178","39912",39912,"txn","","genus","Paleomolops",NA,39912,"genus","Paleomolops",97116,"NF48",1211,"extinct",2
"1179","49720",49720,"txn","","species","Paleomolops langstoni",NA,49720,"species","Paleomolops langstoni",39912,"",1211,"extinct",1
"1180","39935",39935,"txn","","genus","Potamotelses",NA,39935,"genus","Potamotelses",97116,"NF48",6294,"extinct",2
"1181","50649",50649,"txn","","species","Potamotelses aquilensis",NA,50649,"species","Potamotelses aquilensis",39935,"",6294,"extinct",1
"1182","213198",213198,"txn","","genus","Tribotherium",NA,213198,"genus","Tribotherium",97116,"NF48",39255,"extinct",6
"1183","213199",213199,"txn","","species","Tribotherium africanum",NA,213199,"species","Tribotherium africanum",213198,"",39255,"extinct",3
"1184","39915",39915,"txn","","genus","Zygiocuspis",NA,39915,"genus","Zygiocuspis",97116,"NF48",1209,"extinct",2
"1185","52754",52754,"txn","","species","Zygiocuspis goldingi",NA,52754,"species","Zygiocuspis goldingi",39915,"",1209,"extinct",1
"1186","183782",241958,"txn","","order","Peramura",NA,183782,"order","Peramura",155048,"",10470,"extinct",20
"1187","39881",39881,"txn","","family","Peramuridae",NA,39881,"family","Peramuridae",183782,"",4783,"extinct",19
"1188","213200",213200,"txn","","genus","Afriquiamus",NA,213200,"genus","Afriquiamus",39881,"",39266,"extinct",2
"1189","213201",213201,"txn","","species","Afriquiamus nessovi",NA,213201,"species","Afriquiamus nessovi",213200,"",39266,"extinct",1
"1190","241960",241960,"txn","","genus","Kouriogenys",NA,241960,"genus","Kouriogenys",39881,"",42299,"extinct",2
"1191","207505",241961,"txn","","species","Kouriogenys minor",NA,207505,"species","Kouriogenys minor",241960,"",29873,"extinct",1
"1192","241962",241962,"txn","","genus","Peramuroides",NA,241962,"genus","Peramuroides",39881,"",42299,"extinct",2
"1193","241963",241963,"txn","","species","Peramuroides tenuiscus",NA,241963,"species","Peramuroides tenuiscus",241962,"",42299,"extinct",1
"1194","39884",39884,"txn","","genus","Peramus",NA,39884,"genus","Peramus",39881,"",29873,"extinct",9
"1195","207614",241959,"txn","","species","Peramus dubius",NA,207614,"species","Peramus dubius",39884,"",29873,"extinct",1
"1196","207615",207615,"txn","","species","Peramus minor",NA,207615,"species","Peramus minor",39884,"",29873,"extinct",1
"1197","206735",206735,"txn","","species","Peramus tenuirostris",NA,206735,"species","Peramus tenuirostris",39884,"",29873,"extinct",1
"1198","213205",213205,"txn","","genus","Tendagurutherium",NA,213205,"genus","Tendagurutherium",39881,"",41626,"extinct",2
"1199","213206",213206,"txn","","species","Tendagurutherium dietrichi",NA,213206,"species","Tendagurutherium dietrichi",213205,"",41626,"extinct",1
"1200","155047",155047,"txn","","family","Mozomuridae",NA,155047,"family","Mozomuridae",155048,"",30818,"extinct",2
"1201","155049",155049,"txn","","genus","Mozomus",NA,155049,"genus","Mozomus",155047,"",30818,"extinct",2
"1202","155050",155050,"txn","","species","Mozomus shikamai",NA,155050,"species","Mozomus shikamai",155049,"",30818,"extinct",1
"1203","NF49",NA,"txn","","family","",NA,NA,"","",NA,"155048",NA,"",19
"1204","204158",204158,"txn","","genus","Arguimus",NA,204158,"genus","Arguimus",155048,"NF49",38329,"extinct",4
"1205","204159",204159,"txn","","species","Arguimus khosbajari",NA,204159,"species","Arguimus khosbajari",204158,"",38329,"extinct",2
"1206","212371",212371,"txn","","genus","Chunnelodon",NA,212371,"genus","Chunnelodon",155048,"NF49",39154,"extinct",2
"1207","212372",212372,"txn","","species","Chunnelodon alopekodes",NA,212372,"species","Chunnelodon alopekodes",212371,"",39154,"extinct",1
"1208","213209",213209,"txn","","genus","Magnimus",NA,213209,"genus","Magnimus",155048,"NF49",39266,"extinct",2
"1209","213210",213210,"txn","","species","Magnimus ensomi",NA,213210,"species","Magnimus ensomi",213209,"",39266,"extinct",1
"1210","213211",213211,"txn","","genus","Minimus",NA,213211,"genus","Minimus",155048,"NF49",39266,"extinct",2
"1211","213212",213212,"txn","","species","Minimus richardfoxi",NA,213212,"species","Minimus richardfoxi",213211,"",39266,"extinct",1
"1212","213202",213202,"txn","","genus","Nanolestes",NA,213202,"genus","Nanolestes",155048,"NF49",39258,"extinct",6
"1213","213203",213203,"txn","","species","Nanolestes drescherae",NA,213203,"species","Nanolestes drescherae",213202,"",39258,"extinct",1
"1214","213204",213204,"txn","","species","Nanolestes krusati",NA,213204,"species","Nanolestes krusati",213202,"",39258,"extinct",1
"1215","223853",223853,"txn","","species","Nanolestes mackennai",NA,223853,"species","Nanolestes mackennai",213202,"",40449,"extinct",1
"1216","39883",39883,"txn","","genus","Palaeoxonodon",NA,39883,"genus","Palaeoxonodon",155048,"NF49",10558,"extinct",3
"1217","206737",206737,"txn","","species","Palaeoxonodon ooliticus",NA,206737,"species","Palaeoxonodon ooliticus",39883,"",10558,"extinct",1
"1218","39879",39879,"txn","","family","Amphitheriidae",NA,39879,"family","Amphitheriidae",57710,"",12774,"extinct",12
"1219","257525",257525,"txn","","genus","Amphibetulimus",NA,257525,"genus","Amphibetulimus",39879,"",44659,"extinct",2
"1220","257526",257526,"txn","","species","Amphibetulimus krasnolutskii",NA,257526,"species","Amphibetulimus krasnolutskii",257525,"",44659,"extinct",1
"1221","39880",39880,"txn","","genus","Amphitherium",NA,39880,"genus","Amphitherium",39879,"",7584,"extinct",6
"1222","206734",206734,"txn","","species","Amphitherium prevostii",NA,206734,"species","Amphitherium prevostii",39880,"",38676,"extinct",1
"1223","212381",212381,"txn","","species","Amphitherium rixoni",NA,212381,"species","Amphitherium rixoni",39880,"",39257,"extinct",1
"1224","141359",141359,"txn","","family","Vincelestidae",NA,141359,"family","Vincelestidae",57710,"",9952,"extinct",2
"1225","67458",67458,"txn","","genus","Vincelestes",NA,67458,"genus","Vincelestes",141359,"",9952,"extinct",2
"1226","141361",141361,"txn","","species","Vincelestes neuquenianus",NA,141361,"species","Vincelestes neuquenianus",67458,"",9952,"extinct",1
"1227","108999",196978,"txn","","unranked clade","Theriamorpha",NA,108999,"unranked clade","Theriamorpha",36651,"",37210,"extant",178
"1228","137608",196979,"txn","","unranked clade","Theriiformes",NA,137608,"unranked clade","Theriiformes",108999,"",18704,"extant",152
"1229","64369",64369,"txn","","unranked clade","Trechnotheria",NA,64369,"unranked clade","Trechnotheria",137608,"",10470,"extant",140
"1230","137607",137607,"txn","","unranked clade","Spalacotherioidea",NA,137607,"unranked clade","Spalacotherioidea",64369,"",10663,"extinct",136
"1231","39869",39869,"txn","","family","Spalacotheriidae",NA,39869,"family","Spalacotheriidae",137607,"",7584,"extinct",119
"1232","110889",110889,"txn","","subfamily","Spalacolestinae",NA,110889,"subfamily","Spalacolestinae",39869,"",1224,"extinct",79
"1233","320121",320121,"txn","","genus","Aliaga",NA,320121,"genus","Aliaga",110889,"",55236,"extinct",1
